Round,Total profit,Profit per km
999,38433064,63.85842272467467
1000,38485904,63.86323946700297
1001,38484324,63.82714869988357
1002,38583578,63.975954037092
1003,38582833,63.95891712143013
1004,38653344,64.01839065230173
1005,38723855,64.07775770031407
1006,38810864,64.18817085151214
1007,38863704,64.19253944343139
1008,38931062,64.24182849071299
1009,38998127,64.29011566182434
1010,39068638,64.348965719434
1011,39067513,64.32327508141768
1012,39105982,64.28310155505145
1013,39167621,64.31443739101022
1014,39238132,64.37303356777126
1015,39274475,64.32638604536893
1016,39272145,64.27351329588751
1017,39270565,64.23770553479942
1018,39318126,64.22578432045162
1019,39349776,64.16522925951111
1020,39346836,64.09897612589498
1021,39408475,64.13022959868643
1022,39430447,64.0406148998717
1023,39466790,63.99497662623213
1024,39519630,63.99950445263879
1025,39518050,63.96421258791062
1026,39516470,63.92895680689045
1027,39514890,63.89373705426657
1028,39547567,63.8374683617862
1029,39614412,63.88442416081407
1030,39612082,63.832696543933636
1031,39610502,63.79766362741735
1032,39658063,63.78652986581013
1033,39728794,63.84504772051958
1034,39761471,63.78920661098687
1035,39785496,63.70765779398272
1036,39782556,63.64302683297898
1037,39853287,63.70135400166553
1038,39927758,63.77074781908726
1039,39925428,63.71960164703629
1040,39923848,63.68496209897654
1041,39971409,63.67408841099164
1042,40045880,63.743268861910394
1043,40043550,63.69231576754048
1044,40041970,63.65780683890312
1045,40135651,63.78392324757964
1046,40171994,63.73967514529925
1047,40239352,63.78744362630482
1048,40236412,63.7233866995659
1049,40307143,63.781060856603496
1050,40305198,63.73874911046098
1051,40304453,63.72255608309262
1052,40337130,63.66782099767029
1053,40361155,63.587811214514495
1054,40414142,63.59314315566528
1055,40464856,63.59179157722034
1056,40464111,63.57573400830517
1057,40496788,63.52158336575021
1058,40520813,63.44234018002108
1059,40552463,63.38560647978817
1060,40612562,63.41184810221451
1061,40665036,63.41585418343096
1062,40697713,63.36236904504275
1063,40796967,63.5021667055802
1064,40796222,63.48628304743705
1065,40866953,63.54315332503028
1066,40937684,63.59992853536335
1067,40970361,63.54634328682305
1068,41001498,63.488484229107634
1069,41072229,63.545070147969824
1070,41070649,63.51157478999913
1071,41157658,63.615039104763675
1072,41156078,63.58154229286138
1073,41208918,63.586355346115745
1074,41284928,63.657867469285044
1075,41351993,63.70351946907563
1076,41349053,63.641342424428984
1077,41419784,63.697461622925054
1078,41490515,63.75348803618953
1079,41552154,63.78331987633892
1080,41647961,63.91115684090023
1081,41645631,63.86191345151199
1082,41644051,63.82856096230128
1083,41696891,63.833040424483094
1084,41694561,63.78397054234156
1085,41765072,63.83900340097061
1086,41763947,63.81533654213462
1087,41811508,63.804750161756985
1088,41809563,63.76393068097418
1089,41808818,63.748308281567816
1090,41807238,63.715199692756926
1091,41805658,63.68212297821391
1092,41804078,63.64907809193197
1093,41802498,63.61606498799281
1094,41800918,63.58308362056639
1095,41863730,63.616115659779844
1096,41860790,63.55486020016519
1097,41947799,63.656420910144895
1098,42034808,63.75788426302314
1099,42033228,63.7249440573435
1100,42080789,63.7145571709329
1101,42078844,63.67410913570009
1102,42078099,63.6586287965434
1103,42154109,63.72869340944756
1104,42221467,63.774219616159606
1105,42218527,63.713191595963984
1106,42317781,63.84862164539525
1107,42368495,63.84701338469004
1108,42367515,63.8266846442399
1109,42463322,63.95213453295702
1110,42514036,63.95040290494693
1111,42595692,64.03576142612742
1112,42666423,64.09025812498874
1113,42699100,64.03766754001688
1114,42751574,64.04077786832202
,43273552,65.46431980636133
1113,43270597,65.40137632705375
1114,43269617,65.38052649392878
1115,43322091,65.38206517063865
1116,43346116,65.30252164140204
1117,43408928,65.33356611781704
1118,43502609,65.4523978966215
1119,43538952,65.4079789439527
663855
1124,44353123,67.61641553040467
1125,44429133,67.68420884253631
1126,44428388,67.66771403375436
1127,44500366,67.72360170936008
1128,44499241,67.69870822576155
1129,44498116,67.6738317785436
1130,44496991,67.6489723502234
1131,44590672,67.76821461789577
1132,44662650,67.8239021790135
1133,44734628,67.87950169188049
1134,44806606,67.93501336515295
1135,44805861,67.91854024556616
1136,44805116,67.90207456554454
1137,44886772,67.98574453454664
1138,44957503,68.0374332602879
1139,45033513,68.10443528995435
1140,45032533,68.08277268617769
1141,45085007,68.08110083430859
1142,45117684,68.02187304947218
1143,45188415,68.07329547166401
6105307323
1143,45972929,69.57804670225309
1144,45971349,69.54239662357898
1145,46047433,69.60852733099529
1146,46119411,69.66246954493755
1147,46118286,69.63710352033775
1148,46116706,69.60150743606074
1149,46115126,69.56594528871712
1150,46162687,69.54809477033591
1151,46233418,69.59824474250703
1703033414624
1151,41861767,63.86088342753408
1152,41859822,63.820043786895646
1153,41941478,63.9066362127891
1154,41939533,63.865817853999346
1155,41938788,63.8501958646897
1156,42009519,63.905537072785606
1157,42007574,63.864786137150745
1158,42006829,63.84918993109969
1159,42093838,63.95072490630075
1160,42156650,63.98335632728205
1161,42188300,63.92747825559899
1162,42248399,63.952358606951314
1163,42300873,63.95559940127909
1164,42367718,63.99947734217924
1165,42404061,63.95708799893817
1166,42426033,63.87433059675314
1167,42476747,63.87269443717651
1168,42558403,63.95806952394835
1169,42632874,64.02312966850779
1170,42728681,64.14812473915093
1171,42788780,64.17254944306717
1172,42832235,64.15017066379906
1173,42854207,64.06764490424435
